latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-11.5328,-43.5575,475.1,1.8,1.3,2021-09-22,1615,Aqua,MODIS,100,6.03,332.5,2599.3,D,0
-6.9459,-60.1305,475.0,1.0,1.0,2021-07-31,1736,Aqua,MODIS,100,6.03,317.7,1117.9,D,0
-11.3758,-43.5415,474.9,1.0,1.0,2021-10-04,1639,Aqua,MODIS,87,6.03,338.9,1099.7,D,0
-10.0983,-44.1953,474.8,1.9,1.4,2021-09-22,1615,Aqua,MODIS,100,6.03,338.3,2832.1,D,0
-11.8332,-43.6656,474.8,1.9,1.3,2021-10-08,1614,Aqua,MODIS,100,6.03,326.9,2702.1,D,0
-8.75,-63.1488,474.7,1.0,1.0,2021-08-05,1754,Aqua,MODIS,100,6.03,337.8,1081.4,D,0
-13.1603,-54.3584,474.5,1.0,1.0,2021-08-27,1716,Aqua,MODIS,100,6.03,342.0,1121.4,D,0
-6.4249,-53.3568,474.5,1.3,1.1,2021-08-06,1659,Aqua,MODIS,100,6.03,321.2,1582.1,D,0
-8.1889,-55.4297,474.3,1.2,1.1,2021-08-04,1711,Aqua,MODIS,100,6.03,335.8,1385.5,D,0
-6.4208,-53.2745,474.3,2.2,1.4,2021-08-08,1647,Aqua,MODIS,100,6.03,322.7,3301.3,D,0
-11.4903,-43.7565,474.2,1.3,1.1,2021-10-03,1301,Terra,MODIS,100,6.03,332.9,1493.0,D,0
-6.9395,-59.2991,474.2,2.1,1.4,2021-08-12,1800,Aqua,MODIS,100,6.03,309.0,3112.6,D,0
-15.5516,-57.9602,474.1,1.0,1.0,2021-09-22,230,Terra,MODIS,100,6.03,323.3,1100.1,N,0
-16.8826,-58.4322,474.0,1.3,1.1,2021-08-21,1752,Aqua,MODIS,94,6.03,400.1,1500.0,D,0
-9.0336,-67.4042,474.0,1.4,1.2,2021-08-24,1825,Aqua,MODIS,94,6.03,316.4,1711.8,D,0
-10.8965,-43.9316,473.8,3.0,1.7,2021-09-21,1710,Aqua,MODIS,100,6.03,329.5,5254.5,D,0
-7.6765,-61.1748,473.7,1.1,1.0,2021-08-25,1434,Terra,MODIS,100,6.03,320.8,1194.4,D,0
-10.1206,-46.9562,473.6,1.0,1.0,2021-09-09,1646,Aqua,MODIS,100,6.03,400.1,1065.2,D,0
-17.7035,-53.3434,473.4,1.0,1.0,2021-09-12,1714,Aqua,MODIS,100,6.03,333.7,1097.7,D,0
-13.2516,-43.342,473.2,1.9,1.3,2021-09-22,1614,Aqua,MODIS,100,6.03,338.8,2586.8,D,0
-9.3324,-59.6997,473.1,1.0,1.0,2021-08-23,1741,Aqua,MODIS,100,6.03,338.9,1057.2,D,0
-6.5791,-45.4506,473.0,1.1,1.0,2021-08-08,1646,Aqua,MODIS,100,6.03,400.1,1139.2,D,0
-7.5848,-55.2153,473.0,1.0,1.0,2021-08-11,1717,Aqua,MODIS,100,6.03,335.4,1064.3,D,0
-17.5648,-46.7219,473.0,1.6,1.2,2021-09-17,1303,Terra,MODIS,100,6.03,316.2,2050.5,D,0
-11.516,-43.4481,472.9,3.2,1.7,2021-09-21,1710,Aqua,MODIS,94,6.03,328.7,5627.8,D,0
-6.5922,-45.3367,472.6,1.0,1.0,2021-08-21,1319,Terra,MODIS,100,6.03,320.9,1090.9,D,0
-20.4078,-47.8506,472.2,1.1,1.1,2021-09-05,1707,Aqua,MODIS,100,6.03,333.5,1205.8,D,0
-6.3882,-53.3534,472.1,1.1,1.0,2021-08-06,1403,Terra,MODIS,100,6.03,324.5,1143.7,D,0
-10.7887,-53.7843,472.0,1.1,1.0,2021-08-04,1710,Aqua,MODIS,100,6.03,337.8,1130.8,D,0
-6.9168,-52.8204,471.9,1.1,1.0,2021-08-11,1717,Aqua,MODIS,100,6.03,334.4,1158.3,D,0
-9.1674,-65.8733,471.8,4.3,1.9,2021-08-02,1723,Aqua,MODIS,100,6.03,311.6,8598.4,D,0
-20.0113,-56.4464,471.7,1.1,1.0,2021-10-09,1405,Terra,MODIS,100,6.03,314.5,1107.7,D,0
-10.908,-57.1456,471.6,1.2,1.1,2021-08-23,1741,Aqua,MODIS,100,6.03,400.1,1342.3,D,0
-11.4831,-54.0224,471.4,1.5,1.2,2021-06-29,1734,Aqua,MODIS,100,6.03,312.7,1816.6,D,0
-9.891,-43.6922,471.2,1.1,1.1,2021-09-20,1627,Aqua,MODIS,100,6.03,400.1,1193.1,D,0
-6.4597,-60.0257,471.2,1.2,1.1,2021-07-29,1748,Aqua,MODIS,100,6.03,321.2,1267.3,D,0
-11.9933,-54.4145,471.2,1.0,1.0,2021-01-06,1722,Aqua,MODIS,100,6.03,313.9,1031.2,D,0
-14.9844,-43.3212,471.1,1.3,1.1,2021-09-16,1650,Aqua,MODIS,100,6.03,400.1,1466.0,D,0
-9.9156,-43.7302,471.0,1.1,1.1,2021-09-20,1627,Aqua,MODIS,100,6.03,400.1,1198.2,D,0
-6.6146,-53.2614,471.0,1.0,1.0,2021-08-04,1711,Aqua,MODIS,94,6.03,323.4,1014.1,D,0
-23.9269,-54.0708,470.9,1.0,1.0,2021-09-08,216,Terra,MODIS,100,6.03,318.7,1023.1,N,0
-11.5372,-57.9433,470.8,1.2,1.1,2021-08-18,1722,Aqua,MODIS,100,6.03,333.0,1333.2,D,0
-13.8203,-59.7098,470.8,1.0,1.0,2021-05-19,1740,Aqua,MODIS,100,6.03,322.5,1017.8,D,0
-8.9645,-65.9466,470.8,1.2,1.1,2021-08-05,1754,Aqua,MODIS,100,6.03,321.0,1277.6,D,0
-13.8046,-44.6214,470.7,1.4,1.2,2021-09-20,1626,Aqua,MODIS,100,6.03,342.3,1646.5,D,0
-8.8191,-63.1094,470.4,1.1,1.0,2021-08-12,1800,Aqua,MODIS,100,6.03,328.7,1152.7,D,0
-11.1839,-45.6611,470.3,2.2,1.4,2021-09-21,1710,Aqua,MODIS,100,6.03,334.9,3100.3,D,0
-3.4342,-54.6868,470.3,1.0,1.0,2021-10-14,1718,Aqua,MODIS,100,6.03,318.1,1017.7,D,0
-19.2999,-57.4255,470.2,1.4,1.2,2021-09-19,1720,Aqua,MODIS,94,6.03,331.9,1643.6,D,0
-15.0615,-43.1931,470.1,1.0,1.0,2021-09-18,1638,Aqua,MODIS,100,6.03,400.1,990.5,D,0
-6.757,-59.2965,470.0,1.3,1.1,2021-08-18,1724,Aqua,MODIS,100,6.03,327.5,1418.4,D,0
-8.8244,-63.1021,470.0,1.1,1.0,2021-08-12,1800,Aqua,MODIS,100,6.03,322.0,1144.5,D,0
-10.07,-44.1845,469.9,1.2,1.1,2021-10-06,1627,Aqua,MODIS,100,6.03,338.5,1267.9,D,0
-9.3588,-50.4461,469.6,1.4,1.2,2021-09-12,1717,Aqua,MODIS,94,6.03,324.7,1550.8,D,0
-6.4324,-53.2681,469.6,2.2,1.4,2021-08-08,1647,Aqua,MODIS,100,6.03,323.7,3034.8,D,0
-11.5617,-43.3982,469.5,1.1,1.1,2021-09-20,1627,Aqua,MODIS,87,6.03,400.1,1171.9,D,0
-20.7852,-49.1006,469.5,1.1,1.1,2021-08-22,1655,Aqua,MODIS,100,6.03,334.2,1162.4,D,0
-11.8156,-52.8764,469.5,3.0,1.7,2021-06-27,1746,Aqua,MODIS,94,6.03,297.7,5013.6,D,0
-11.5343,-57.9213,469.3,1.2,1.1,2021-08-18,1722,Aqua,MODIS,100,6.03,335.4,1291.4,D,0
-11.3273,-43.5916,469.3,1.1,1.1,2021-10-06,1627,Aqua,MODIS,100,6.03,317.9,1196.3,D,0
-8.6913,-62.621,469.2,1.0,1.0,2021-08-05,1754,Aqua,MODIS,100,6.03,328.9,1009.6,D,0
-6.188,-41.0361,468.9,1.3,1.1,2021-10-01,1610,Aqua,MODIS,100,6.03,338.8,1434.2,D,0
-17.5599,-46.6636,468.9,1.0,1.0,2021-09-16,1650,Aqua,MODIS,100,6.03,336.8,985.6,D,0
-11.7877,-43.6892,468.9,3.3,1.7,2021-10-10,1602,Aqua,MODIS,100,6.03,319.7,5458.6,D,0
-18.1719,-52.9375,468.7,3.4,1.7,2021-07-10,1425,Terra,MODIS,100,6.03,323.0,5881.5,D,0
-21.405,-47.2434,468.3,1.2,1.1,2021-09-05,1707,Aqua,MODIS,100,6.03,333.4,1197.3,D,0
-13.58,-45.758,468.3,1.1,1.0,2021-08-17,1638,Aqua,MODIS,100,6.03,332.1,1100.2,D,0
-6.6441,-41.0951,468.2,1.0,1.0,2021-09-04,1628,Aqua,MODIS,100,6.03,400.1,1010.2,D,0
-11.6748,-43.235,468.2,1.1,1.1,2021-09-20,1627,Aqua,MODIS,100,6.03,339.2,1115.7,D,0
-6.4064,-53.3659,468.2,1.3,1.1,2021-08-06,1659,Aqua,MODIS,100,6.03,332.8,1423.5,D,0
-8.0667,-55.2789,468.1,1.2,1.1,2021-08-04,1711,Aqua,MODIS,100,6.03,333.1,1210.6,D,0
-8.9756,-65.9559,468.0,1.2,1.1,2021-08-05,1754,Aqua,MODIS,100,6.03,326.3,1221.4,D,0
-4.2388,-59.8828,468.0,1.6,1.3,2021-10-14,1718,Aqua,MODIS,100,6.03,307.5,2002.3,D,0
-11.3785,-43.56,467.9,1.0,1.0,2021-10-04,1639,Aqua,MODIS,94,6.03,331.6,976.3,D,0
-9.9177,-60.3397,467.9,2.8,1.6,2021-07-29,1453,Terra,MODIS,100,6.03,309.0,4307.0,D,0
-19.6798,-56.7544,467.8,1.0,1.0,2021-10-03,1732,Aqua,MODIS,100,6.03,332.3,961.2,D,0
-17.5585,-46.6542,467.7,1.0,1.0,2021-09-16,1650,Aqua,MODIS,100,6.03,334.5,964.5,D,0
-11.82,-65.0134,467.7,1.4,1.2,2021-10-01,1747,Aqua,MODIS,100,6.03,314.1,1545.7,D,0
-11.3603,-43.6188,467.6,1.1,1.1,2021-10-06,1627,Aqua,MODIS,100,6.03,400.1,1148.0,D,0
-11.3903,-43.5771,467.6,1.0,1.0,2021-10-04,1639,Aqua,MODIS,100,6.03,335.7,962.4,D,0
-8.0907,-55.2914,467.6,1.2,1.1,2021-08-04,1711,Aqua,MODIS,100,6.03,335.3,1204.6,D,0
-18.7829,-57.4438,467.6,1.0,1.0,2021-09-23,1405,Terra,MODIS,100,6.03,325.4,952.2,D,0
-10.9193,-68.4234,467.4,1.4,1.2,2021-10-15,1800,Aqua,MODIS,100,6.03,308.5,1587.3,D,0
-12.096,-43.0945,467.3,1.0,1.0,2021-10-10,1308,Terra,MODIS,100,6.03,326.3,963.6,D,0
-18.4452,-49.7065,467.2,1.0,1.0,2021-09-05,1708,Aqua,MODIS,94,6.03,339.9,955.9,D,0
-7.7832,-55.0689,466.8,1.0,1.0,2021-08-18,1723,Aqua,MODIS,100,6.03,332.0,964.5,D,0
-11.3881,-43.6794,466.4,1.2,1.1,2021-10-06,1627,Aqua,MODIS,100,6.03,339.6,1144.5,D,0
-6.4337,-53.2728,466.4,2.2,1.4,2021-08-08,1647,Aqua,MODIS,100,6.03,323.7,2890.1,D,0
-9.9124,-60.3806,466.3,1.1,1.0,2021-07-31,1735,Aqua,MODIS,100,6.03,334.4,1058.6,D,0
-14.3062,-43.9509,466.3,1.2,1.1,2021-09-16,1650,Aqua,MODIS,100,6.03,323.7,1239.0,D,0
-17.3056,-43.6768,466.0,1.7,1.3,2021-09-13,1619,Aqua,MODIS,100,6.03,400.1,2082.8,D,0
-21.806,-57.9049,466.0,1.2,1.1,2021-08-21,1750,Aqua,MODIS,0,6.03,340.0,1161.6,D,0
-21.7396,-54.7244,466.0,1.2,1.1,2021-08-23,1738,Aqua,MODIS,100,6.03,332.0,1177.3,D,0
-7.6708,-61.4425,466.0,1.4,1.2,2021-08-12,1800,Aqua,MODIS,100,6.03,329.7,1534.5,D,0
-6.8107,-59.6617,466.0,1.1,1.0,2021-08-09,1730,Aqua,MODIS,100,6.03,326.8,1080.2,D,0
-9.16,-66.0022,466.0,1.4,1.2,2021-08-01,1818,Aqua,MODIS,100,6.03,310.5,1445.4,D,0
-11.3451,-43.5786,465.9,1.1,1.1,2021-10-06,1627,Aqua,MODIS,100,6.03,400.1,1115.6,D,0
-10.9096,-57.1387,465.8,1.2,1.1,2021-08-23,1741,Aqua,MODIS,94,6.03,332.3,1218.1,D,0
-20.7238,-51.8442,465.6,1.2,1.1,2021-08-25,1726,Aqua,MODIS,100,6.03,333.9,1174.8,D,0
-7.1089,-59.2259,465.4,1.1,1.0,2021-08-23,1742,Aqua,MODIS,100,6.03,318.4,1009.6,D,0
-14.316,-43.9493,465.3,1.2,1.1,2021-09-16,1650,Aqua,MODIS,100,6.03,337.3,1216.7,D,0
-15.2505,-41.3073,465.1,1.8,1.3,2021-09-15,1607,Aqua,MODIS,100,6.03,331.1,2215.4,D,0
-20.4094,-47.8611,465.0,1.1,1.1,2021-09-05,1707,Aqua,MODIS,100,6.03,400.1,1063.6,D,0
-8.8291,-45.9338,464.9,1.0,1.0,2021-09-18,1640,Aqua,MODIS,100,6.03,336.0,944.3,D,0
-4.3188,-45.2424,464.9,1.0,1.0,2021-10-20,1641,Aqua,MODIS,100,6.03,314.5,924.6,D,0
-7.8221,-45.3155,464.8,1.0,1.0,2021-08-17,1640,Aqua,MODIS,94,6.03,333.1,903.6,D,0
-9.1661,-65.8777,464.7,4.3,1.9,2021-08-02,1723,Aqua,MODIS,100,6.03,310.8,7627.4,D,0
-12.0883,-54.4853,464.6,3.4,1.7,2021-06-18,1322,Terra,MODIS,100,6.03,314.0,5494.9,D,0
-14.0923,-45.2172,464.4,1.1,1.0,2021-09-16,1651,Aqua,MODIS,100,6.03,400.1,993.3,D,0
-6.7011,-55.8229,464.4,1.1,1.1,2021-08-04,1415,Terra,MODIS,100,6.03,331.7,1109.4,D,0
-7.3959,-55.5079,464.4,1.0,1.0,2021-08-11,1717,Aqua,MODIS,100,6.03,330.2,942.6,D,0
-6.9061,-52.812,464.4,1.1,1.0,2021-08-11,1717,Aqua,MODIS,87,6.03,327.1,1018.5,D,0
-10.8082,-43.96,464.2,1.4,1.2,2021-09-16,1651,Aqua,MODIS,100,6.03,337.9,1405.4,D,0
-10.9479,-50.2337,464.1,1.3,1.1,2021-08-27,1716,Aqua,MODIS,100,6.03,328.0,1362.7,D,0
-9.076,-65.896,464.1,3.3,1.7,2021-08-09,1729,Aqua,MODIS,100,6.03,308.5,5112.8,D,0
-9.1534,-66.0281,464.1,1.3,1.1,2021-08-01,1818,Aqua,MODIS,87,6.03,298.1,1395.1,D,0
-6.4216,-53.2899,464.0,1.1,1.0,2021-08-08,1350,Terra,MODIS,100,6.03,326.0,972.0,D,0
-6.801,-62.9192,464.0,1.2,1.1,2021-08-12,1801,Aqua,MODIS,100,6.03,324.3,1140.5,D,0
-9.2533,-59.8379,463.8,1.5,1.2,2021-08-18,1723,Aqua,MODIS,100,6.03,329.8,1614.8,D,0
-7.8647,-61.8157,463.7,1.1,1.0,2021-08-05,1754,Aqua,MODIS,100,6.03,338.0,1019.3,D,0
-6.8269,-55.8093,463.6,1.1,1.0,2021-08-09,1730,Aqua,MODIS,94,6.03,322.6,1026.4,D,0
-6.6436,-53.3881,463.6,2.2,1.4,2021-08-08,1647,Aqua,MODIS,100,6.03,320.6,2877.3,D,0
-9.7503,-43.7245,463.5,1.1,1.1,2021-09-20,1627,Aqua,MODIS,100,6.03,335.9,1046.5,D,0
-8.2034,-55.4431,463.3,1.2,1.1,2021-08-04,1711,Aqua,MODIS,100,6.03,325.7,1156.6,D,0
-21.2164,-48.3068,463.1,1.1,1.0,2021-09-05,1707,Aqua,MODIS,100,6.03,338.8,948.5,D,0
-8.5997,-44.1871,463.1,1.8,1.3,2021-10-08,1615,Aqua,MODIS,100,6.03,324.7,2141.9,D,0
-5.5718,-51.459,462.9,1.0,1.0,2021-09-14,1705,Aqua,MODIS,100,6.03,317.3,883.3,D,0
0.7101,-59.5381,462.9,1.0,1.0,2021-11-13,1732,Aqua,MODIS,87,6.03,304.6,885.7,D,0
-6.2915,-45.418,462.8,1.3,1.1,2021-05-27,1653,Aqua,MODIS,100,6.03,333.2,1245.0,D,0
-3.6255,-41.56,462.8,1.6,1.2,2021-10-04,1641,Aqua,MODIS,100,6.03,325.1,1698.7,D,0
-22.0226,-57.7012,462.6,1.0,1.0,2021-08-22,1407,Terra,MODIS,100,6.03,338.3,886.9,D,0
-16.0459,-42.8763,462.6,1.0,1.0,2021-10-04,1638,Aqua,MODIS,100,6.03,331.3,882.0,D,0
-11.792,-43.6943,462.6,3.3,1.7,2021-10-10,1602,Aqua,MODIS,100,6.03,320.2,4892.2,D,0
-8.0991,-54.7881,462.5,1.1,1.0,2021-08-04,1711,Aqua,MODIS,100,6.03,338.3,1017.9,D,0
-6.5701,-53.2242,462.4,1.3,1.1,2021-08-06,1659,Aqua,MODIS,100,6.03,335.3,1257.6,D,0
-17.0524,-57.3564,462.3,1.0,1.0,2021-10-03,1733,Aqua,MODIS,87,6.03,318.8,869.2,D,0
-11.3437,-43.5682,462.2,1.1,1.1,2021-10-06,1627,Aqua,MODIS,100,6.03,400.1,1045.1,D,0
-9.2276,-63.6444,462.2,1.0,1.0,2021-08-12,1800,Aqua,MODIS,100,6.03,324.7,925.2,D,0
-8.6898,-66.9724,462.2,1.5,1.2,2021-08-24,1825,Aqua,MODIS,100,6.03,317.0,1572.4,D,0
-11.3916,-43.5863,462.1,1.0,1.0,2021-10-04,1639,Aqua,MODIS,100,6.03,329.4,873.6,D,0
-13.1197,-44.393,462.0,2.2,1.4,2021-10-08,1614,Aqua,MODIS,100,6.03,329.7,2800.4,D,0
-9.8634,-60.155,462.0,1.1,1.0,2021-08-14,1747,Aqua,MODIS,100,6.03,325.2,946.0,D,0
-9.5303,-64.2371,461.9,1.1,1.1,2021-08-03,1806,Aqua,MODIS,100,6.03,323.8,1031.3,D,0
-14.216,-45.3685,461.9,1.5,1.2,2021-08-16,1303,Terra,MODIS,100,6.03,322.3,1508.7,D,0
-11.8697,-43.6226,461.8,1.9,1.3,2021-10-08,1614,Aqua,MODIS,100,6.03,330.2,2122.8,D,0
-9.1882,-58.3676,461.8,1.2,1.1,2021-08-18,1723,Aqua,MODIS,100,6.03,329.4,1135.8,D,0
-6.4599,-55.0068,461.7,1.1,1.0,2021-08-20,1711,Aqua,MODIS,100,6.03,334.7,984.6,D,0
-19.8551,-55.737,461.7,1.0,1.0,2021-10-03,1732,Aqua,MODIS,100,6.03,324.4,869.7,D,0
-13.1414,-58.0588,461.6,1.3,1.1,2021-08-18,1722,Aqua,MODIS,100,6.03,334.3,1247.9,D,0
-7.0149,-63.1591,461.6,1.2,1.1,2021-08-23,1742,Aqua,MODIS,100,6.03,326.8,1076.9,D,0
-6.4046,-53.3596,461.6,1.3,1.1,2021-08-06,1659,Aqua,MODIS,100,6.03,321.7,1268.8,D,0
-17.1203,-56.5486,461.6,1.9,1.3,2021-09-21,1709,Aqua,MODIS,100,6.03,314.5,2164.0,D,0
-18.1374,-52.974,461.6,1.4,1.2,2021-07-10,154,Terra,MODIS,100,6.03,311.8,1460.0,N,0
-11.3423,-43.5579,461.5,1.1,1.1,2021-10-06,1627,Aqua,MODIS,100,6.03,400.1,1029.1,D,0
-16.6947,-58.4519,461.5,1.5,1.2,2021-09-12,502,Aqua,MODIS,100,6.03,338.9,1505.5,N,0
-18.1405,-52.9526,461.5,1.4,1.2,2021-07-10,154,Terra,MODIS,100,6.03,327.6,1452.8,N,0
-7.4163,-55.5913,461.5,1.0,1.0,2021-08-18,1723,Aqua,MODIS,100,6.03,327.0,867.1,D,0
-10.7061,-43.3989,461.4,1.1,1.0,2021-10-06,1627,Aqua,MODIS,100,6.03,334.6,988.4,D,0
-6.8471,-62.9225,461.4,1.1,1.1,2021-08-23,1742,Aqua,MODIS,87,6.03,319.9,1023.3,D,0
-20.173,-47.7799,461.3,1.4,1.2,2021-09-09,1643,Aqua,MODIS,100,6.03,328.0,1363.0,D,0
-18.878,-57.6012,461.3,1.7,1.3,2021-09-27,247,Terra,MODIS,100,6.03,300.1,1807.2,N,0
-8.6868,-66.9799,461.2,1.5,1.2,2021-08-24,1825,Aqua,MODIS,100,6.03,316.0,1547.3,D,0
-10.2796,-52.2746,460.9,1.3,1.1,2021-06-19,1658,Aqua,MODIS,100,6.03,312.5,1194.0,D,0
-21.506,-47.2927,460.7,1.3,1.1,2021-09-09,1643,Aqua,MODIS,100,6.03,320.7,1283.0,D,0
-5.6743,-43.5158,460.5,1.0,1.0,2021-07-25,1634,Aqua,MODIS,100,6.03,328.5,852.4,D,0
-10.6967,-44.5171,460.4,1.3,1.1,2021-10-06,1627,Aqua,MODIS,100,6.03,332.6,1179.3,D,0
-9.9134,-43.701,460.4,1.5,1.2,2021-09-20,1332,Terra,MODIS,100,6.03,327.1,1564.4,D,0
-6.787,-60.0473,460.4,1.2,1.1,2021-08-09,1730,Aqua,MODIS,100,6.03,319.1,1038.6,D,0
-10.0393,-43.7497,460.3,1.1,1.1,2021-10-06,1627,Aqua,MODIS,100,6.03,342.2,997.2,D,0
-6.6459,-53.3928,460.3,2.2,1.4,2021-08-08,1647,Aqua,MODIS,100,6.03,325.1,2720.7,D,0
-6.6997,-55.8331,460.3,1.1,1.1,2021-08-04,1415,Terra,MODIS,100,6.03,319.0,1029.6,D,0
-16.0446,-42.867,460.1,1.0,1.0,2021-10-04,1638,Aqua,MODIS,100,6.03,330.8,841.7,D,0
-3.599,-49.946,460.1,1.2,1.1,2021-10-11,1648,Aqua,MODIS,100,6.03,307.7,1046.4,D,0
-7.6993,-61.1244,460.0,1.1,1.0,2021-08-25,1434,Terra,MODIS,100,6.03,321.2,959.4,D,0
-4.1465,-43.5357,460.0,1.0,1.0,2021-11-23,1629,Aqua,MODIS,100,6.03,313.6,856.1,D,0
-20.9257,-53.4613,459.8,1.0,1.0,2021-08-25,1726,Aqua,MODIS,100,6.03,335.6,860.8,D,0
-17.5788,-51.0222,459.5,1.2,1.1,2021-08-18,1720,Aqua,MODIS,94,6.03,330.5,1075.0,D,0
-6.9793,-59.8199,459.5,1.8,1.3,2021-07-26,1718,Aqua,MODIS,100,6.03,311.7,1944.0,D,0
-9.2529,-60.815,459.2,1.0,1.0,2021-08-23,1741,Aqua,MODIS,100,6.03,321.9,834.9,D,0
-6.5409,-55.4698,459.0,1.2,1.1,2021-08-04,1711,Aqua,MODIS,100,6.03,329.1,1014.4,D,0
-6.5971,-58.6675,459.0,1.5,1.2,2021-08-11,1718,Aqua,MODIS,100,6.03,320.8,1421.0,D,0
-19.1059,-57.1464,458.8,1.2,1.1,2021-07-13,1745,Aqua,MODIS,100,6.03,334.6,1002.1,D,0
-10.3229,-43.4266,458.8,1.1,1.0,2021-09-20,1627,Aqua,MODIS,100,6.03,333.9,935.2,D,0
-11.5401,-43.5827,458.7,1.1,1.1,2021-09-23,135,Terra,MODIS,100,6.03,329.4,985.0,N,0
-9.2198,-65.3687,458.7,1.1,1.1,2021-08-25,1434,Terra,MODIS,100,6.03,314.4,960.0,D,0
-12.0947,-54.4791,458.7,3.4,1.7,2021-06-18,1322,Terra,MODIS,100,6.03,311.6,4947.7,D,0
-13.6574,-46.512,458.6,1.1,1.1,2021-09-15,1315,Terra,MODIS,100,6.03,329.6,985.9,D,0
-11.5306,-43.5842,458.6,1.1,1.1,2021-09-23,135,Terra,MODIS,100,6.03,322.6,984.0,N,0
-10.7816,-45.8873,458.5,1.1,1.0,2021-09-18,1639,Aqua,MODIS,87,6.03,332.0,873.0,D,0
-11.3479,-43.5993,458.4,1.1,1.1,2021-10-06,1627,Aqua,MODIS,100,6.03,400.1,976.4,D,0
-8.0921,-55.302,458.4,1.2,1.1,2021-08-04,1711,Aqua,MODIS,100,6.03,336.3,1028.6,D,0
-13.1399,-58.0468,458.4,1.3,1.1,2021-08-18,1722,Aqua,MODIS,100,6.03,335.8,1173.2,D,0
-11.5273,-43.4408,458.2,3.2,1.7,2021-09-21,1710,Aqua,MODIS,100,6.03,336.8,4354.6,D,0
-14.5716,-52.0404,458.2,1.4,1.2,2021-08-25,1727,Aqua,MODIS,100,6.03,330.8,1341.2,D,0
-15.3365,-41.097,458.2,1.1,1.1,2021-10-04,1638,Aqua,MODIS,100,6.03,330.6,985.8,D,0
-12.431,-54.5671,458.2,1.2,1.1,2021-09-21,1710,Aqua,MODIS,100,6.03,328.9,1057.2,D,0
-8.5579,-62.4972,458.1,1.1,1.1,2021-08-23,1742,Aqua,MODIS,100,6.03,327.5,955.9,D,0
-8.0585,-55.2908,458.1,1.2,1.1,2021-08-04,1711,Aqua,MODIS,100,6.03,326.4,1018.9,D,0
-11.5387,-57.9544,458.0,1.2,1.1,2021-08-18,1722,Aqua,MODIS,100,6.03,328.4,1072.8,D,0
-8.8177,-63.0995,458.0,1.1,1.0,2021-08-12,1800,Aqua,MODIS,100,6.03,319.9,931.2,D,0
-20.1383,-57.6128,457.9,2.0,1.4,2021-09-20,1803,Aqua,MODIS,100,6.03,400.1,2254.8,D,0
-8.5966,-43.122,457.9,1.6,1.2,2021-09-10,1255,Terra,MODIS,100,6.03,327.0,1613.5,D,0
-4.4519,-50.6193,457.9,1.1,1.0,2021-11-17,1706,Aqua,MODIS,100,6.03,313.2,875.8,D,0
-13.0048,-55.0852,457.9,1.0,1.0,2021-11-29,1728,Aqua,MODIS,100,6.03,312.0,859.2,D,0
-6.6621,-60.1328,457.9,1.0,1.0,2021-08-16,1736,Aqua,MODIS,87,6.03,309.0,829.4,D,0
-10.5291,-43.5907,457.7,1.1,1.1,2021-09-20,1627,Aqua,MODIS,100,6.03,400.1,945.8,D,0
-8.1904,-55.4404,457.7,1.2,1.1,2021-08-04,1711,Aqua,MODIS,100,6.03,332.4,1043.3,D,0
-6.8547,-59.275,457.7,1.1,1.0,2021-08-09,1730,Aqua,MODIS,100,6.03,319.4,889.6,D,0
-3.4432,-54.6855,457.7,1.0,1.0,2021-10-14,1718,Aqua,MODIS,100,6.03,311.6,818.2,D,0
-11.8165,-44.6694,457.6,1.3,1.1,2021-09-20,1627,Aqua,MODIS,100,6.03,341.0,1211.5,D,0
-13.8293,-59.7084,457.5,1.0,1.0,2021-05-19,1740,Aqua,MODIS,94,6.03,326.8,808.5,D,0
-18.4258,-49.6576,457.4,1.1,1.1,2021-09-12,1714,Aqua,MODIS,100,6.03,337.5,957.0,D,0
-8.2806,-61.4112,457.4,1.0,1.0,2021-08-07,1742,Aqua,MODIS,100,6.03,325.9,828.9,D,0
-11.5895,-43.4783,457.3,1.8,1.3,2021-09-22,1614,Aqua,MODIS,100,6.03,400.1,1863.5,D,0
-20.2189,-58.1172,457.3,1.6,1.2,2021-08-18,1720,Aqua,MODIS,94,6.03,334.5,1594.2,D,0
-11.5665,-43.4025,457.3,1.1,1.1,2021-09-20,1627,Aqua,MODIS,100,6.03,328.5,949.3,D,0
-18.1358,-52.9605,457.3,1.4,1.2,2021-07-10,154,Terra,MODIS,100,6.03,319.1,1348.9,N,0
-7.6816,-61.2054,457.2,1.1,1.0,2021-08-25,1434,Terra,MODIS,100,6.03,331.3,890.6,D,0
-17.2774,-43.6557,457.1,1.1,1.1,2021-09-11,1631,Aqua,MODIS,100,6.03,332.0,939.1,D,0
-7.5835,-55.2061,457.1,1.0,1.0,2021-08-11,1717,Aqua,MODIS,100,6.03,325.2,807.6,D,0
-12.1268,-44.8023,456.9,1.4,1.2,2021-09-20,1627,Aqua,MODIS,100,6.03,400.1,1251.6,D,0
-8.581,-67.1375,456.9,1.8,1.3,2021-08-14,1748,Aqua,MODIS,100,6.03,314.0,1821.7,D,0
-21.4441,-57.8413,456.8,1.0,1.0,2021-08-23,1738,Aqua,MODIS,100,6.03,338.7,791.4,D,0
